#x [mm];y [mm];z [mm];HxRe [A/m];HxIm [A/m];HyRe [A/m];HyIm [A/m];HzRe [A/m];HzIm [A/m]
-0.68;-0.27;0;-6.7471514;-6.2355371;-4.9900594;-4.4337006;31.571756;29.509268
-0.67;-0.27;0;-6.5692134;-6.0694337;-4.9840994;-4.427969;31.981989;29.894909
-0.66;-0.27;0;-6.3912764;-5.9033308;-4.9781389;-4.4222374;32.392216;30.280552
-0.65;-0.27;0;-6.2133369;-5.737227;-4.9721789;-4.4165053;32.802444;30.666191
-0.64;-0.27;0;-6.0353994;-5.5711236;-4.9662185;-4.4107738;33.212677;31.051834
-0.63;-0.27;0;-5.8574615;-5.4050202;-4.9602585;-4.4050417;33.622906;31.437473
-0.62;-0.27;0;-5.6795239;-5.2389169;-4.9542985;-4.3993101;34.033134;31.823114
-0.61;-0.27;0;-5.5015869;-5.072814;-4.948338;-4.3935785;34.443363;32.208755
-0.6;-0.27;0;-5.3236489;-4.9067106;-4.942378;-4.3878465;34.853596;32.594395
-0.59;-0.27;0;-5.14571;-4.7406068;-4.9364181;-4.3821149;35.263828;32.980038
-0.58;-0.27;0;-4.9677725;-4.5745034;-4.9304576;-4.3763828;35.674057;33.365681
-0.57;-0.27;0;-4.789835;-4.4084001;-4.9244976;-4.3706512;36.084286;33.75132
-0.56;-0.27;0;-4.611897;-4.2422972;-4.9185371;-4.3649197;36.494514;34.136959
-0.55;-0.27;0;-4.4339595;-4.0761938;-4.9125772;-4.3591876;36.904747;34.522602
-0.54;-0.27;0;-4.2560215;-3.9100909;-4.9066172;-4.353456;37.314976;34.908241
-0.53;-0.27;0;-4.078083;-3.7439866;-4.9006567;-4.347724;37.725204;35.293884
-0.52;-0.27;0;-3.9001451;-3.5778832;-4.8946967;-4.3419924;38.135437;35.679527
-0.51;-0.27;0;-3.7222075;-3.4117804;-4.8887367;-4.3362608;38.545666;36.065166
-0.5;-0.27;0;-3.5442696;-3.245677;-4.8827763;-4.3305287;38.955894;36.450809
-0.49;-0.27;0;-3.3663321;-3.0795741;-4.8768163;-4.3247972;39.366123;36.836449
-0.48;-0.27;0;-3.1883945;-2.9134698;-4.8708563;-4.3190651;39.776356;37.222092
-0.47;-0.27;0;-3.0104566;-2.7473669;-4.8648958;-4.3133335;40.186584;37.607731
-0.46;-0.27;0;-2.8325191;-2.581264;-4.8589358;-4.3076019;40.596817;37.99337
-0.45;-0.27;0;-2.6545806;-2.4151602;-4.8529758;-4.3018703;41.007046;38.379013
-0.44;-0.27;0;-2.4766431;-2.2490568;-4.8470154;-4.2961383;41.417274;38.764656
-0.43;-0.27;0;-2.2987053;-2.0829535;-4.8410554;-4.2904062;41.827507;39.150295
-0.42;-0.27;0;-2.1207676;-1.9168504;-4.8350949;-4.2846746;42.237736;39.535934
-0.41;-0.27;0;-1.9428298;-1.7507471;-4.8291349;-4.2789431;42.647964;39.921577
-0.4;-0.27;0;-1.7648923;-1.584644;-4.823175;-4.2732115;43.058193;40.30722
-0.39;-0.27;0;-1.5869539;-1.4185406;-4.8172145;-4.2674794;43.468422;40.69286
-0.38;-0.27;0;-1.4090164;-1.2524375;-4.8112545;-4.2617474;43.878654;41.078499
-0.37;-0.27;0;-1.2310786;-1.0863341;-4.8052945;-4.2560158;44.288883;41.464142
-0.36;-0.27;0;-1.0531409;-0.92023098;-4.799334;-4.2502842;44.699112;41.849781
-0.35;-0.27;0;-0.87520266;-0.75412714;-4.7933741;-4.2445526;45.109344;42.235424
-0.34;-0.27;0;-0.69726539;-0.58802426;-4.7874136;-4.2388206;45.519573;42.621063
-0.33;-0.27;0;-0.51932788;-0.4219209;-4.7814536;-4.233089;45.929802;43.006706
-0.32;-0.27;0;-0.34138942;-0.25581729;-4.7754936;-4.2273569;46.340034;43.392345
-0.31;-0.27;0;-0.16345167;-0.08971417;-4.7695332;-4.2216253;46.750267;43.777988
-0.3;-0.27;0;0.014485836;0.076389194;-4.7635732;-4.2158937;47.160492;44.163628
-0.29;-0.27;0;0.19242406;0.24249279;-4.7576132;-4.2101617;47.570724;44.549271
-0.28;-0.27;0;0.3703618;0.40859592;-4.7516527;-4.2044301;47.980953;44.93491
-0.27;-0.27;0;0.54829955;0.57469904;-4.7456927;-4.198698;48.391186;45.320553
-0.26;-0.27;0;0.72623765;0.74080276;-4.7397337;-4.1929674;48.801414;45.706192
-0.25;-0.27;0;0.9041754;0.90690589;-4.7337732;-4.1872358;49.211647;46.091835
-0.24;-0.27;0;1.0821131;1.0730095;-4.7278123;-4.1815028;49.621876;46.477478
-0.23;-0.27;0;1.2600509;1.2391124;-4.7218523;-4.1757712;50.032104;46.863113
-0.22;-0.27;0;1.4379888;1.4052161;-4.7158918;-4.1700392;50.442337;47.248756
-0.21;-0.27;0;1.6159265;1.5713192;-4.7099319;-4.1643076;50.852562;47.634396
-0.2;-0.27;0;1.7938643;1.7374223;-4.7039719;-4.158576;51.262794;48.020039
-0.19;-0.27;0;1.971802;1.9035257;-4.6980119;-4.1528444;51.673023;48.405678
-0.18;-0.27;0;2.1497397;2.0696287;-4.6920519;-4.1471128;52.083252;48.791321
-0.17;-0.27;0;2.3276777;2.2357326;-4.6860905;-4.1413803;52.493484;49.176964
-0.16;-0.27;0;2.5056157;2.4018357;-4.680131;-4.1356487;52.903713;49.562607
-0.15;-0.27;0;2.6835532;2.5679388;-4.674171;-4.1299171;53.313946;49.948246
-0.14;-0.27;0;2.8614912;2.7340424;-4.6682105;-4.1241851;53.724174;50.333885
-0.13;-0.27;0;3.0394292;2.9001455;-4.662251;-4.118454;54.134403;50.719524
-0.12;-0.27;0;3.2173672;3.0662491;-4.656291;-4.1127224;54.544632;51.105164
-0.11;-0.27;0;3.3953047;3.2323525;-4.650331;-4.1069908;54.954865;51.490807
-0.1;-0.27;0;3.5732427;3.3984556;-4.6443691;-4.1012578;55.365093;51.87645
-0.09;-0.27;0;3.7511802;3.564559;-4.6384096;-4.0955257;55.775326;52.262093
-0.08;-0.27;0;3.9291182;3.7306623;-4.6324496;-4.0897946;56.185555;52.647732
-0.07;-0.27;0;4.1070557;3.8967657;-4.6264896;-4.0840631;56.595783;53.033375
-0.06;-0.27;0;4.2849936;4.0628691;-4.6205301;-4.0783315;57.006016;53.419014
-0.05;-0.27;0;4.4629316;4.2289724;-4.6145697;-4.0725999;57.416241;53.804653
-0.04;-0.27;0;4.6408691;4.3950758;-4.6086102;-4.0668688;57.826477;54.190292
-0.03;-0.27;0;4.8188071;4.5611792;-4.6026483;-4.0611353;58.236706;54.575939
-0.02;-0.27;0;4.9967446;4.727282;-4.5966887;-4.0554037;58.646935;54.961578
-0.01;-0.27;0;5.1746831;4.8933854;-4.5907288;-4.0496721;59.057163;55.347221
0;-0.27;0;5.3526206;5.0594888;-4.5847683;-4.0439405;59.467392;55.732861
0.01;-0.27;0;5.4388881;5.1400232;-4.46275;-3.9297404;59.372005;55.643978
0.02;-0.27;0;5.5251555;5.2205582;-4.3407321;-3.8155403;59.276611;55.555096
0.03;-0.27;0;5.611423;5.3010926;-4.2187142;-3.7013404;59.181225;55.466217
0.04;-0.27;0;5.69769;5.3816271;-4.0966964;-3.5871406;59.085838;55.377331
0.05;-0.27;0;5.783958;5.462162;-3.974678;-3.4729402;58.990444;55.288452
0.06;-0.27;0;5.870225;5.542696;-3.8526597;-3.3587403;58.895058;55.199566
0.07;-0.27;0;5.9564929;5.6232314;-3.7306414;-3.2445405;58.799667;55.110687
0.08;-0.27;0;6.0427599;5.7037659;-3.6086235;-3.1303403;58.704277;55.021805
0.09;-0.27;0;6.1290274;5.7843003;-3.4866054;-3.01614;58.608887;54.932922
0.1;-0.27;0;6.2152948;5.8648348;-3.3645873;-2.9019399;58.5135;54.84404
0.11;-0.27;0;6.3015623;5.9453697;-3.2425694;-2.78774;58.418106;54.755157
0.12;-0.27;0;6.3878298;6.0259042;-3.1205511;-2.6735399;58.32272;54.666279
0.13;-0.27;0;6.4740973;6.1064386;-2.9985332;-2.55934;58.227329;54.577396
0.14;-0.27;0;6.5603642;6.1869731;-2.8765149;-2.4451399;58.131939;54.488514
0.15;-0.27;0;6.6466317;6.2675076;-2.7544966;-2.3309398;58.036549;54.399632
0.16;-0.27;0;6.7328997;6.3480425;-2.6324787;-2.2167397;57.941162;54.310749
0.17;-0.27;0;6.8191667;6.4285774;-2.5104604;-2.1025395;57.845772;54.221867
0.18;-0.27;0;6.9054346;6.5091114;-2.3884423;-1.9883394;57.750381;54.132988
0.19;-0.27;0;6.9917011;6.5896463;-2.2664242;-1.8741394;57.654995;54.044106
0.2;-0.27;0;7.0779686;6.6701813;-2.1444063;-1.7599394;57.559601;53.955223
0.21;-0.27;0;7.1642365;6.7507157;-2.0223882;-1.6457396;57.464214;53.866341
0.22;-0.27;0;7.2505035;6.8312502;-1.90037;-1.5315392;57.368824;53.777458
0.23;-0.27;0;7.3367715;6.9117846;-1.7783518;-1.4173391;57.273434;53.688576
0.24;-0.27;0;7.4230385;6.9923191;-1.6563337;-1.3031392;57.178043;53.599693
0.25;-0.27;0;7.509306;7.072854;-1.5343156;-1.188939;57.082657;53.510815
0.26;-0.27;0;7.5955734;7.1533885;-1.4122977;-1.0747391;56.987267;53.421932
0.27;-0.27;0;7.6818409;7.233923;-1.2902793;-0.96053886;56.891876;53.33305
0.28;-0.27;0;7.8721323;7.411129;-1.3035184;-0.97363877;56.348541;52.822998
0.29;-0.27;0;8.0624218;7.588336;-1.3167577;-0.98673868;55.805202;52.31295
0.3;-0.27;0;8.2527132;7.765543;-1.3299967;-0.99983847;55.261868;51.802898
0.31;-0.27;0;8.4430037;7.942749;-1.3432359;-1.0129383;54.718529;51.292847
0.32;-0.27;0;8.6332941;8.1199551;-1.3564751;-1.0260382;54.17519;50.782799
0.33;-0.27;0;8.8235855;8.297163;-1.3697149;-1.0391384;53.631851;50.272747
0.34;-0.27;0;9.013876;8.474369;-1.382954;-1.0522385;53.088512;49.762695
0.35;-0.27;0;9.2041674;8.6515751;-1.3961933;-1.0653384;52.545174;49.252644
0.36;-0.27;0;9.3944578;8.8287821;-1.4094323;-1.078438;52.001839;48.742596
0.37;-0.27;0;9.5847483;9.0059891;-1.4226714;-1.0915381;51.4585;48.232544
0.38;-0.27;0;9.7750387;9.1831951;-1.4359107;-1.104638;50.915165;47.722492
0.39;-0.27;0;9.9653292;9.3604012;-1.44915;-1.1177378;50.371826;47.21244
0.4;-0.27;0;10.155622;9.5376091;-1.4623897;-1.1308384;49.828484;46.702389
0.41;-0.27;0;10.345912;9.7148151;-1.475629;-1.1439383;49.285149;46.192337
0.42;-0.27;0;10.536202;9.8920212;-1.4888682;-1.1570382;48.741806;45.682289
0.43;-0.27;0;10.726494;10.069228;-1.5021069;-1.170138;48.198471;45.172237
0.44;-0.27;0;10.916784;10.246435;-1.5153463;-1.1832379;47.655136;44.662189
0.45;-0.27;0;11.107075;10.423641;-1.5285854;-1.1963378;47.111794;44.152138
0.46;-0.27;0;11.297366;10.600849;-1.5418253;-1.2094381;46.568459;43.642082
0.47;-0.27;0;11.487657;10.778055;-1.5550644;-1.222538;46.025116;43.132034
0.48;-0.27;0;11.677947;10.955261;-1.5683038;-1.2356379;45.481777;42.621983
0.49;-0.27;0;11.868238;11.132468;-1.5815427;-1.2487377;44.938442;42.111931
0.5;-0.27;0;12.058529;11.309674;-1.594782;-1.2618376;44.395103;41.601879
0.51;-0.27;0;12.248819;11.48688;-1.6080213;-1.2749375;43.851768;41.091835
0.52;-0.27;0;12.43911;11.664087;-1.6212604;-1.2880374;43.30843;40.581783
0.53;-0.27;0;12.6294;11.841293;-1.6344998;-1.3011374;42.765091;40.071732
0.54;-0.27;0;12.819693;12.018501;-1.6477391;-1.3142374;42.221752;39.56168
0.55;-0.27;0;13.009983;12.195707;-1.6609783;-1.3273373;41.678413;39.051628
0.56;-0.27;0;13.200274;12.372914;-1.6742175;-1.3404373;41.135075;38.541576
0.57;-0.27;0;13.390564;12.55012;-1.6874568;-1.3535372;40.59174;38.031525
0.58;-0.27;0;13.580855;12.727327;-1.700696;-1.3666372;40.048401;37.521477
0.59;-0.27;0;13.771145;12.904533;-1.7139351;-1.3797371;39.505066;37.011425
0.6;-0.27;0;13.961437;13.081741;-1.7271745;-1.392837;38.961723;36.501373
0.61;-0.27;0;14.151728;13.258947;-1.7404138;-1.4059371;38.418385;35.991322
0.62;-0.27;0;14.342019;13.436153;-1.753653;-1.419037;37.87505;35.481274
0.63;-0.27;0;14.53231;13.61336;-1.7668923;-1.4321369;37.331711;34.971222
0.64;-0.27;0;14.722599;13.790566;-1.7801316;-1.4452369;36.788372;34.46117
0.65;-0.27;0;14.91289;13.967772;-1.7933707;-1.4583368;36.245037;33.951118
0.66;-0.27;0;15.103183;14.14498;-1.8066101;-1.4714367;35.701694;33.441067
0.67;-0.27;0;15.293472;14.322186;-1.8198493;-1.4845368;35.158356;32.931019
0.68;-0.27;0;15.483763;14.499393;-1.8330886;-1.4976367;34.615021;32.420967
0.69;-0.27;0;15.674054;14.6766;-1.8463278;-1.5107366;34.071682;31.910915
0.7;-0.27;0;15.864345;14.853806;-1.859567;-1.5238366;33.528347;31.400866
0.71;-0.27;0;16.054634;15.031013;-1.8728063;-1.5369365;32.985008;30.890816
0.72;-0.27;0;16.244925;15.20822;-1.8860455;-1.5500364;32.441669;30.380764
0.73;-0.27;0;16.435217;15.385426;-1.8992848;-1.5631363;31.898331;29.870714
0.74;-0.27;0;16.625507;15.562633;-1.912524;-1.5762362;31.354994;29.360662
0.75;-0.27;0;16.815798;15.739839;-1.9257632;-1.5893363;30.811655;28.850613
0.76;-0.27;0;17.006088;15.917046;-1.9390025;-1.6024362;30.268318;28.340563
0.77;-0.27;0;17.196379;16.094252;-1.9522418;-1.6155362;29.724981;27.830513
0.78;-0.27;0;17.386669;16.27146;-1.965481;-1.6286361;29.181644;27.320461
0.79;-0.27;0;17.576962;16.448666;-1.9787203;-1.641736;28.638302;26.810408
0.8;-0.27;0;17.767252;16.625874;-1.9919596;-1.6548361;28.094965;26.300358
0.81;-0.27;0;17.957542;16.80308;-2.0051987;-1.667936;27.551628;25.790308
0.82;-0.27;0;18.147833;16.980286;-2.0184381;-1.681036;27.008291;25.280258
0.83;-0.27;0;18.338125;17.157492;-2.031677;-1.6941357;26.464954;24.770206
0.84;-0.27;0;18.528416;17.334698;-2.0449162;-1.7072356;25.921616;24.260155
0.85;-0.27;0;18.718704;17.511906;-2.058156;-1.720336;25.378275;23.750103
0.86;-0.27;0;18.908997;17.689112;-2.0713954;-1.733436;24.834938;23.240053
0.87;-0.27;0;19.099287;17.866318;-2.0846345;-1.7465359;24.291599;22.730001
0.88;-0.27;0;19.289577;18.043524;-2.0978737;-1.7596359;23.748262;22.219952
0.89;-0.27;0;19.47987;18.220732;-2.1111131;-1.7727358;23.204924;21.709902
0.9;-0.27;0;19.670158;18.397938;-2.1243522;-1.7858357;22.661587;21.19985
0.91;-0.27;0;19.860451;18.575146;-2.1375916;-1.7989357;22.118248;20.689798
0.92;-0.27;0;20.050743;18.752352;-2.1508307;-1.8120357;21.574909;20.179749
0.93;-0.27;0;20.241032;18.929558;-2.1640701;-1.8251356;21.03157;19.669699
0.94;-0.27;0;20.431324;19.106764;-2.1773093;-1.8382355;20.488235;19.159647
0.95;-0.27;0;20.621613;19.28397;-2.1905484;-1.8513355;19.944897;18.649597
0.96;-0.27;0;20.811905;19.461176;-2.2037878;-1.8644354;19.40156;18.139545
0.97;-0.27;0;21.002197;19.638384;-2.2170272;-1.8775353;18.858219;17.629494
0.98;-0.27;0;21.192486;19.81559;-2.2302663;-1.8906354;18.31488;17.119442
0.99;-0.27;0;21.382778;19.992798;-2.2435055;-1.9037353;17.771544;16.609392
1;-0.27;0;21.573067;20.170002;-2.2567449;-1.9168352;17.228207;16.099342
1.01;-0.27;0;21.763355;20.34721;-2.269984;-1.9299352;16.684868;15.589291
1.02;-0.27;0;21.953648;20.524418;-2.2832234;-1.9430351;16.141531;15.07924
1.03;-0.27;0;22.14394;20.701622;-2.2964625;-1.956135;15.598194;14.56919
1.04;-0.27;0;22.334229;20.87883;-2.3097017;-1.9692349;15.054857;14.05914
1.05;-0.27;0;22.524521;21.056034;-2.3229411;-1.9823349;14.511518;13.54909
1.06;-0.27;0;22.714809;21.233242;-2.3361802;-1.9954348;13.968182;13.03904
1.07;-0.27;0;22.905102;21.41045;-2.3494194;-2.0085347;13.424838;12.528983
1.08;-0.27;0;23.095394;21.587658;-2.3626587;-2.0216346;12.8815;12.018933
1.09;-0.27;0;23.285683;21.764862;-2.3758979;-2.0347345;12.338162;11.508883
1.1;-0.27;0;23.475975;21.94207;-2.389137;-2.0478344;11.794826;10.998833
-1.1;-0.26;0;-11.955144;-11.096772;-2.6290112;-2.2318294;23.804464;22.216862
-1.09;-0.26;0;-11.863932;-11.011629;-2.7146144;-2.3117108;23.870913;22.278948
-1.08;-0.26;0;-11.772719;-10.926485;-2.8002181;-2.3915925;23.937361;22.341034
-1.07;-0.26;0;-11.681508;-10.841342;-2.8858218;-2.4714746;24.003809;22.40312
-1.06;-0.26;0;-11.590295;-10.756198;-2.9714265;-2.5513573;24.070257;22.465208
-1.05;-0.26;0;-11.499083;-10.671055;-3.0570302;-2.6312389;24.136705;22.527294
-1.04;-0.26;0;-11.407871;-10.585911;-3.1426339;-2.7111206;24.203154;22.58938
-1.03;-0.26;0;-11.316659;-10.500768;-3.2282376;-2.7910023;24.269602;22.651466
-1.02;-0.26;0;-11.225447;-10.415625;-3.3138413;-2.8708844;24.336052;22.713552
-1.01;-0.26;0;-11.134235;-10.330482;-3.3994451;-2.9507661;24.4025;22.775639
-1;-0.26;0;-11.043023;-10.245338;-3.4850488;-3.0306478;24.468948;22.837725
-0.99;-0.26;0;-10.951811;-10.160194;-3.5706525;-3.1105294;24.535397;22.899811
-0.98;-0.26;0;-10.8606;-10.075051;-3.6562562;-3.1904116;24.601845;22.961897
-0.97;-0.26;0;-10.769387;-9.9899082;-3.7418599;-3.2702932;24.668293;23.023983
-0.96;-0.26;0;-10.678175;-9.9047642;-3.8274641;-3.3501754;24.734741;23.086069
-0.95;-0.26;0;-10.586963;-9.8196211;-3.9130683;-3.4300575;24.801189;23.148155
-0.94;-0.26;0;-10.495751;-9.734478;-3.9986715;-3.5099392;24.867638;23.210241
-0.93;-0.26;0;-10.404539;-9.649334;-4.0842752;-3.5898209;24.934086;23.272327
-0.92;-0.26;0;-10.313328;-9.5641909;-4.169879;-3.6697025;25.000534;23.334414
-0.91;-0.26;0;-10.222116;-9.4790478;-4.2554827;-3.7495847;25.066982;23.3965
-0.9;-0.26;0;-10.130903;-9.3939037;-4.3410869;-3.8294668;25.13343;23.458588
-0.89;-0.26;0;-10.039691;-9.3087606;-4.4266906;-3.909348;25.199879;23.520672
-0.88;-0.26;0;-9.9484787;-9.2236176;-4.5122938;-3.9892302;25.266327;23.58276
-0.87;-0.26;0;-9.8572674;-9.1384745;-4.597898;-4.0691123;25.332775;23.644846
-0.86;-0.26;0;-9.7660551;-9.0533304;-4.6835017;-4.148994;25.399223;23.706932
-0.85;-0.26;0;-9.6748438;-8.9681873;-4.769105;-4.2288756;25.465672;23.769018
-0.84;-0.26;0;-9.5836315;-8.8830442;-4.8547096;-4.3087583;25.532122;23.831104
-0.83;-0.26;0;-9.4056931;-8.7169409;-4.8487477;-4.3030248;25.942352;24.216747
-0.82;-0.26;0;-9.2277555;-8.5508375;-4.8427877;-4.2972932;26.352583;24.60239
-0.81;-0.26;0;-9.049819;-8.3847342;-4.8368273;-4.2915611;26.762814;24.988029
-0.8;-0.26;0;-8.8718805;-8.2186308;-4.8308673;-4.2858295;27.173042;25.373672
-0.79;-0.26;0;-8.693943;-8.0525284;-4.8249073;-4.280098;27.583271;25.759312
-0.78;-0.26;0;-8.5160036;-7.8864241;-4.8189473;-4.2743664;27.993504;26.144955
-0.77;-0.26;0;-8.3380671;-7.7203217;-4.8129873;-4.2686348;28.403732;26.530594
-0.76;-0.26;0;-8.1601286;-7.5542183;-4.8070273;-4.2629032;28.813965;26.916237
-0.75;-0.26;0;-7.9821911;-7.3881149;-4.8010669;-4.2571712;29.224194;27.301876
-0.74;-0.26;0;-7.8042536;-7.2220116;-4.7951069;-4.2514396;29.634422;27.687515
-0.73;-0.26;0;-7.6263161;-7.0559082;-4.7891469;-4.2457075;30.044651;28.073158
-0.72;-0.26;0;-7.4483776;-6.8898053;-4.7831864;-4.2399759;30.454884;28.458797
-0.71;-0.26;0;-7.2704391;-6.7237005;-4.7772269;-4.2342443;30.865116;28.844442
-0.7;-0.26;0;-7.0925016;-6.5575976;-4.771266;-4.2285123;31.275345;29.23008
-0.69;-0.26;0;-6.9145641;-6.3914943;-4.765306;-4.2227807;31.685574;29.615723
-0.68;-0.26;0;-6.7366271;-6.2253914;-4.759346;-4.2170486;32.095802;30.001362
-0.67;-0.26;0;-6.5586886;-6.059288;-4.7533855;-4.2113171;32.506035;30.387005
-0.66;-0.26;0;-6.3807516;-5.8931851;-4.7474256;-4.2055855;32.916264;30.772644
-0.65;-0.26;0;-6.2028122;-5.7270813;-4.741466;-4.1998539;33.326492;31.158289
-0.64;-0.26;0;-6.0248752;-5.5609779;-4.7355056;-4.1941218;33.736725;31.543928
-0.63;-0.26;0;-5.8469372;-5.3948746;-4.7295456;-4.1883903;34.146954;31.929569
-0.62;-0.26;0;-5.6689992;-5.2287712;-4.7235856;-4.1826582;34.557182;32.315208
-0.61;-0.26;0;-5.4910622;-5.0626683;-4.7176251;-4.1769266;34.967411;32.700848
-0.6;-0.26;0;-5.3131247;-4.896565;-4.7116652;-4.171195;35.377644;33.086491
-0.59;-0.26;0;-5.1351852;-4.7304611;-4.7057047;-4.165463;35.787872;33.472134
-0.58;-0.26;0;-4.9572477;-4.5643578;-4.6997447;-4.1597314;36.198105;33.857773
-0.57;-0.26;0;-4.7793102;-4.3982544;-4.6937847;-4.1539993;36.608334;34.243416
-0.56;-0.26;0;-4.6013727;-4.2321515;-4.6878242;-4.1482677;37.018562;34.629055
-0.55;-0.26;0;-4.4234347;-4.0660481;-4.6818643;-4.1425362;37.428795;35.014698
-0.54;-0.26;0;-4.2454972;-3.8999453;-4.6759043;-4.1368041;37.839024;35.400337
-0.53;-0.26;0;-4.0675583;-3.7338409;-4.6699438;-4.131072;38.249256;35.785976
-0.52;-0.26;0;-3.8896208;-3.5677376;-4.6639838;-4.1253405;38.659485;36.171619
-0.51;-0.26;0;-3.7116828;-3.4016347;-4.6580238;-4.1196089;39.069714;36.557262
-0.5;-0.26;0;-3.5337453;-3.2355313;-4.6520634;-4.1138773;39.479942;36.942902
-0.49;-0.26;0;-3.3558073;-3.069428;-4.6461034;-4.1081452;39.890171;37.328541
-0.48;-0.26;0;-3.1778698;-2.9033241;-4.6401434;-4.1024137;40.300404;37.714184
-0.47;-0.26;0;-2.9999323;-2.7372212;-4.6341829;-4.0966816;40.710632;38.099827
-0.46;-0.26;0;-2.8219943;-2.5711184;-4.6282229;-4.09095;41.120865;38.485466
-0.45;-0.26;0;-2.6440561;-2.4050143;-4.622263;-4.0852194;41.53109;38.871105
-0.44;-0.26;0;-2.4661183;-2.2389112;-4.616303;-4.0794878;41.941322;39.256744
-0.43;-0.26;0;-2.2881806;-2.072808;-4.610343;-4.0737557;42.351551;39.642387
-0.42;-0.26;0;-2.1102428;-1.9067049;-4.6043825;-4.0680227;42.761784;40.02803
-0.41;-0.26;0;-1.9323052;-1.7406015;-4.5984221;-4.0622911;43.172012;40.41367
-0.4;-0.26;0;-1.7543675;-1.5744984;-4.5924616;-4.0565596;43.582241;40.799313
-0.39;-0.26;0;-1.5764292;-1.4083951;-4.5865016;-4.0508275;43.992474;41.184952
-0.38;-0.26;0;-1.3984915;-1.2422919;-4.5805416;-4.0450959;44.402702;41.570595
-0.37;-0.26;0;-1.220554;-1.0761886;-4.5745816;-4.0393639;44.812931;41.956234
-0.36;-0.26;0;-1.0426162;-0.91008538;-4.5686212;-4.0336323;45.223164;42.341877
-0.35;-0.26;0;-0.86467803;-0.74398154;-4.5626612;-4.0279007;45.633392;42.727516
-0.34;-0.26;0;-0.68674076;-0.57787865;-4.5567007;-4.0221691;46.043621;43.113155
-0.33;-0.26;0;-0.50880301;-0.41177529;-4.5507407;-4.0164371;46.45385;43.498798
-0.32;-0.26;0;-0.33086479;-0.24567169;-4.5447807;-4.010705;46.864082;43.884438
-0.31;-0.26;0;-0.1529268;-0.079568565;-4.5388203;-4.0049734;47.274315;44.270081
-0.3;-0.26;0;0.025010467;0.086534798;-4.5328603;-3.9992418;47.68454;44.65572
-0.29;-0.26;0;0.20294881;0.25263834;-4.5269008;-3.993511;48.094772;45.041363
-0.28;-0.26;0;0.38088655;0.41874146;-4.5209408;-3.9877791;48.505001;45.427002
-0.27;-0.26;0;0.55882406;0.58484483;-4.5149803;-3.9820476;48.91523;45.812645
-0.26;-0.26;0;0.7367624;0.75094825;-4.5090199;-3.9763145;49.325462;46.198288
-0.25;-0.26;0;0.91470015;0.91705161;-4.5030594;-3.970583;49.735695;46.583931
-0.24;-0.26;0;1.0926379;1.083155;-4.4970994;-3.9648516;50.14592;46.969566
-0.23;-0.26;0;1.2705754;1.2492582;-4.4911394;-3.9591198;50.556152;47.355206
-0.22;-0.26;0;1.4485135;1.4153616;-4.4851794;-3.9533887;50.966377;47.740849
-0.21;-0.26;0;1.6264511;1.581465;-4.479218;-3.9476552;51.376614;48.126492
-0.2;-0.26;0;1.8043889;1.7475681;-4.4732575;-3.9419236;51.786846;48.512135
-0.19;-0.26;0;1.9823267;1.9136713;-4.467298;-3.9361923;52.197071;48.897774
-0.18;-0.26;0;2.1602645;2.0797746;-4.461338;-3.9304605;52.607304;49.283417
-0.17;-0.26;0;2.3382025;2.245878;-4.4553781;-3.9247289;53.017529;49.669056
-0.16;-0.26;0;2.51614;2.4119811;-4.4494181;-3.9189975;53.427761;50.054699
-0.15;-0.26;0;2.694078;2.5780845;-4.4434581;-3.9132657;53.837994;50.440334
-0.14;-0.26;0;2.872016;2.7441878;-4.4374981;-3.9075346;54.248219;50.825977
-0.13;-0.26;0;3.0499539;2.9102914;-4.4315372;-3.9018016;54.658455;51.21162
-0.12;-0.26;0;3.2278919;3.0763946;-4.4255772;-3.89607;55.068684;51.597263
-0.11;-0.26;0;3.4058294;3.2424979;-4.4196172;-3.8903382;55.478912;51.982903
