#x [mm];y [mm];z [mm];HxRe [A/m];HxIm [A/m];HyRe [A/m];HyIm [A/m];HzRe [A/m];HzIm [A/m]
0.18;-0.59;0;6.5686455;6.1844501;-9.7712479;-8.9211788;40.980942;38.385963
0.19;-0.59;0;6.654912;6.2649851;-9.649231;-8.8069782;40.885551;38.297085
0.2;-0.59;0;6.7411795;6.34552;-9.5272121;-8.6927786;40.790161;38.208206
0.21;-0.59;0;6.8274474;6.4260545;-9.4051943;-8.578578;40.694771;38.11932
0.22;-0.59;0;6.9137154;6.5065889;-9.2831764;-8.4643784;40.599384;38.030441
0.23;-0.59;0;6.9999828;6.5871239;-9.1611576;-8.3501778;40.50399;37.941555
0.24;-0.59;0;7.0862494;6.6676579;-9.0391397;-8.2359781;40.408604;37.852676
0.25;-0.59;0;7.1725168;6.7481928;-8.9171219;-8.1217775;40.313213;37.763794
0.26;-0.59;0;7.2587843;6.8287272;-8.795104;-8.0075779;40.217823;37.674911
0.27;-0.59;0;7.3450518;6.9092617;-8.6730852;-7.8933778;40.122437;37.586029
0.28;-0.59;0;7.4313192;6.9897966;-8.5510674;-7.7791777;40.027046;37.497147
0.29;-0.59;0;7.5175867;7.0703316;-8.4290495;-7.6649776;39.931656;37.408268
0.3;-0.59;0;7.6038542;7.150866;-8.3070307;-7.5507774;39.836266;37.319386
0.31;-0.59;0;7.6901217;7.2314005;-8.1850128;-7.4365773;39.740879;37.230503
0.32;-0.59;0;7.7763891;7.3119349;-8.062995;-7.3223772;39.645485;37.141621
0.33;-0.59;0;7.8626566;7.3924699;-7.9409761;-7.2081776;39.550098;37.052738
0.34;-0.59;0;7.9489241;7.4730043;-7.8189583;-7.093977;39.454708;36.963856
0.35;-0.59;0;8.0351906;7.5535388;-7.6969404;-6.9797773;39.359318;36.874973
0.36;-0.59;0;8.121459;7.6340733;-7.5749226;-6.8655772;39.263927;36.786091
0.37;-0.59;0;8.2077255;7.7146082;-7.4529042;-6.7513771;39.168541;36.697212
0.38;-0.59;0;8.293993;7.7951427;-7.3308864;-6.6371765;39.073147;36.60833
0.39;-0.59;0;8.3802605;7.8756766;-7.2088685;-6.5229769;38.97776;36.519447
0.4;-0.59;0;8.4665279;7.956212;-7.0868502;-6.4087772;38.882374;36.430565
0.41;-0.59;0;8.5527964;8.036747;-6.9648323;-6.2945771;38.78698;36.341682
0.42;-0.59;0;8.6390629;8.117281;-6.8428144;-6.180377;38.691593;36.252804
0.43;-0.59;0;8.7253304;8.1978149;-6.7207956;-6.0661764;38.596203;36.163918
0.44;-0.59;0;8.8115978;8.2783499;-6.5987778;-5.9519768;38.500813;36.075039
0.45;-0.59;0;8.8978653;8.3588848;-6.4767599;-5.8377762;38.405422;35.986156
0.46;-0.59;0;8.9841328;8.4394197;-6.3547411;-5.7235765;38.310036;35.897274
0.47;-0.59;0;9.0704002;8.5199537;-6.2327232;-5.6093764;38.214642;35.808392
0.48;-0.59;0;9.1566677;8.6004887;-6.1107054;-5.4951763;38.119255;35.719509
0.49;-0.59;0;9.2429352;8.6810226;-5.988687;-5.3809757;38.023865;35.63063
0.5;-0.59;0;9.3292027;8.7615576;-5.8666687;-5.2667761;37.928474;35.541744
0.51;-0.59;0;9.4154701;8.8420925;-5.7446508;-5.1525764;37.833088;35.452866
0.52;-0.59;0;9.5017376;8.9226265;-5.622633;-5.0383763;37.737698;35.363983
0.53;-0.59;0;9.5880051;9.0031614;-5.5006151;-4.9241762;37.642307;35.275101
0.54;-0.59;0;9.6742725;9.0836964;-5.3785963;-4.8099756;37.546917;35.186222
0.55;-0.59;0;9.76054;9.1642313;-5.2565784;-4.695776;37.45153;35.097336
0.56;-0.59;0;9.8468075;9.2447653;-5.1345601;-4.5815759;37.356136;35.008457
0.57;-0.59;0;9.933075;9.3253002;-5.0125422;-4.4673762;37.26075;34.919571
0.58;-0.59;0;10.019342;9.4058342;-4.8905244;-4.3531761;37.165359;34.830692
0.59;-0.59;0;10.105609;9.4863691;-4.7685061;-4.2389765;37.069969;34.74181
0.6;-0.59;0;10.2959;9.6635761;-4.7817454;-4.2520761;36.526627;34.231754
0.61;-0.59;0;10.486192;9.8407822;-4.7949848;-4.2651763;35.983288;33.721703
0.62;-0.59;0;10.676482;10.017989;-4.8082242;-4.278276;35.439953;33.211655
0.63;-0.59;0;10.866773;10.195196;-4.8214636;-4.2913761;34.896614;32.701603
0.64;-0.59;0;11.057063;10.372402;-4.8347025;-4.3044758;34.353279;32.191555
0.65;-0.59;0;11.247355;10.549608;-4.8479419;-4.3175759;33.80994;31.681503
0.66;-0.59;0;11.437645;10.726816;-4.8611813;-4.3306761;33.266598;31.17145
0.67;-0.59;0;11.627935;10.904022;-4.8744202;-4.3437757;32.723263;30.661402
0.68;-0.59;0;11.818227;11.081228;-4.8876595;-4.3568759;32.179924;30.15135
0.69;-0.59;0;12.008517;11.258435;-4.9008989;-4.3699756;31.636589;29.6413
0.7;-0.59;0;12.198808;11.435641;-4.9141378;-4.3830757;31.09325;29.131248
0.71;-0.59;0;12.389099;11.612848;-4.9273772;-4.3961754;30.549911;28.621201
0.72;-0.59;0;12.57939;11.790055;-4.9406166;-4.4092755;30.006575;28.111149
0.73;-0.59;0;12.769681;11.967262;-4.953856;-4.4223757;29.463238;27.601097
0.74;-0.59;0;12.959972;12.144468;-4.9670949;-4.4354753;28.919899;27.091047
0.75;-0.59;0;13.150263;12.321674;-4.9803343;-4.4485755;28.37656;26.580996
0.76;-0.59;0;13.340553;12.498881;-4.9935737;-4.4616752;27.833223;26.070948
0.77;-0.59;0;13.530844;12.676087;-5.0068126;-4.4747753;27.289886;25.560896
0.78;-0.59;0;13.721134;12.853294;-5.020052;-4.487875;26.74655;25.050846
0.79;-0.59;0;13.911425;13.030501;-5.0332913;-4.5009751;26.203207;24.540791
0.8;-0.59;0;14.101716;13.207707;-5.0465307;-4.5140753;25.65987;24.030741
0.81;-0.59;0;14.292006;13.384914;-5.0597696;-4.5271749;25.116533;23.520691
0.82;-0.59;0;14.482298;13.56212;-5.073009;-4.5402751;24.573196;23.010641
0.83;-0.59;0;14.672588;13.739327;-5.0862484;-4.5533752;24.02986;22.500589
0.84;-0.59;0;14.862879;13.916533;-5.0994873;-4.5664749;23.486521;21.99054
0.85;-0.59;0;15.05317;14.093741;-5.1127267;-4.5795751;22.94318;21.480486
0.86;-0.59;0;15.243462;14.270947;-5.1259661;-4.5926747;22.399843;20.970436
0.87;-0.59;0;15.433751;14.448154;-5.1392055;-4.6057749;21.856504;20.460386
0.88;-0.59;0;15.624043;14.62536;-5.1524448;-4.6188745;21.313168;19.950335
0.89;-0.59;0;15.814333;14.802567;-5.1656837;-4.6319747;20.769829;19.440285
0.9;-0.59;0;16.004623;14.979773;-5.1789231;-4.6450748;20.226492;18.930235
0.91;-0.59;0;16.194916;15.156981;-5.1921625;-4.6581745;19.683153;18.420183
0.92;-0.59;0;16.385206;15.334188;-5.2054014;-4.6712747;19.139814;17.910131
0.93;-0.59;0;16.575497;15.511394;-5.2186408;-4.6843743;18.596478;17.400082
0.94;-0.59;0;16.765787;15.6886;-5.2318802;-4.6974745;18.053141;16.890032
0.95;-0.59;0;16.956078;15.865807;-5.2451191;-4.7105742;17.509802;16.379982
0.96;-0.59;0;17.146368;16.043015;-5.2583585;-4.7236743;16.966465;15.86993
0.97;-0.59;0;17.336658;16.220221;-5.2715979;-4.7367744;16.423124;15.359877
0.98;-0.59;0;17.526951;16.397427;-5.2848372;-4.7498741;15.879786;14.849827
0.99;-0.59;0;17.717239;16.574633;-5.2980762;-4.7629743;15.336449;14.339776
1;-0.59;0;17.90753;16.751839;-5.3113155;-4.7760739;14.793112;13.829725
1.01;-0.59;0;18.097822;16.929047;-5.3245549;-4.7891741;14.249773;13.319675
1.02;-0.59;0;18.288113;17.106251;-5.3377943;-4.8022738;13.706436;12.809626
1.03;-0.59;0;18.478403;17.283459;-5.3510332;-4.8153739;13.163099;12.299575
1.04;-0.59;0;18.668694;17.460665;-5.3642726;-4.828474;12.619761;11.789525
1.05;-0.59;0;18.858984;17.637871;-5.377512;-4.8415737;12.076424;11.279474
1.06;-0.59;0;19.049274;17.815079;-5.3907509;-4.8546739;11.533087;10.769424
1.07;-0.59;0;19.239567;17.992287;-5.4039903;-4.867774;10.989742;10.259368
1.08;-0.59;0;19.429857;18.169495;-5.4172297;-4.8808737;10.446405;9.7493172
1.09;-0.59;0;19.62015;18.346699;-5.430469;-4.8939738;9.9030676;9.2392673
1.1;-0.59;0;19.81044;18.523907;-5.4437079;-4.9070735;9.3597298;8.7292166
-1.1;-0.58;0;-9.5167065;-8.8307161;-7.0817714;-6.4250321;18.03603;16.823597
-1.09;-0.58;0;-9.4254951;-8.745573;-7.1673751;-6.5049143;18.102478;16.885683
-1.08;-0.58;0;-9.3342829;-8.660429;-7.2529788;-6.5847955;18.168926;16.947769
-1.07;-0.58;0;-9.2430716;-8.5752859;-7.3385825;-6.6646776;18.235374;17.009857
-1.06;-0.58;0;-9.1518583;-8.4901419;-7.4241872;-6.7445598;18.301825;17.071943
-1.05;-0.58;0;-9.0606461;-8.4049988;-7.5097909;-6.8244419;18.368273;17.134029
-1.04;-0.58;0;-8.9694347;-8.3198547;-7.5953946;-6.9043236;18.434721;17.196115
-1.03;-0.58;0;-8.8782225;-8.2347116;-7.6809983;-6.9842052;18.501169;17.258202
-1.02;-0.58;0;-8.7870102;-8.1495686;-7.766602;-7.0640869;18.567617;17.320288
-1.01;-0.58;0;-8.6957989;-8.0644255;-7.8522058;-7.1439691;18.634066;17.382374
-1;-0.58;0;-8.6045866;-7.9792819;-7.9378095;-7.2238512;18.700514;17.44446
-0.99;-0.58;0;-8.5133743;-7.8941383;-8.0234137;-7.3037324;18.766962;17.506546
-0.98;-0.58;0;-8.422163;-7.8089952;-8.1090174;-7.3836145;18.83341;17.568632
-0.97;-0.58;0;-8.3309507;-7.7238522;-8.1946211;-7.4634962;18.899858;17.630718
-0.96;-0.58;0;-8.2397385;-7.6387081;-8.2802248;-7.5433788;18.966309;17.692806
-0.95;-0.58;0;-8.1485262;-7.553565;-8.3658295;-7.6232605;19.032757;17.75489
-0.94;-0.58;0;-8.0573149;-7.4684215;-8.4514332;-7.7031422;19.099205;17.816978
-0.93;-0.58;0;-7.9661026;-7.3832784;-8.5370359;-7.7830238;19.165653;17.879063
-0.92;-0.58;0;-7.8748908;-7.2981348;-8.6226397;-7.8629055;19.232101;17.941151
-0.91;-0.58;0;-7.783679;-7.2129917;-8.7082434;-7.9427881;19.29855;18.003235
-0.9;-0.58;0;-7.6924667;-7.1278477;-8.793848;-8.0226698;19.364998;18.065323
-0.89;-0.58;0;-7.6012545;-7.0427046;-8.8794508;-8.1025515;19.431446;18.127407
-0.88;-0.58;0;-7.5100427;-6.9575615;-8.9650545;-8.1824331;19.497894;18.189495
-0.87;-0.58;0;-7.4188309;-6.8724179;-9.0506592;-8.2623158;19.564342;18.251581
-0.86;-0.58;0;-7.3276186;-6.7872748;-9.1362619;-8.3421974;19.630791;18.313667
-0.85;-0.58;0;-7.2364068;-6.7021313;-9.2218657;-8.4220791;19.697239;18.375753
-0.84;-0.58;0;-7.1451945;-6.6169872;-9.3074713;-8.5019608;19.763687;18.43784
-0.83;-0.58;0;-7.0539827;-6.5318441;-9.393075;-8.5818424;19.830135;18.499926
-0.82;-0.58;0;-6.9627705;-6.446701;-9.4786777;-8.6617241;19.896584;18.562012
-0.81;-0.58;0;-6.8715587;-6.3615575;-9.5642815;-8.7416067;19.963034;18.624098
-0.8;-0.58;0;-6.7803469;-6.2764144;-9.6498861;-8.8214884;20.029482;18.686184
-0.79;-0.58;0;-6.6891346;-6.1912708;-9.7354889;-8.90137;20.09593;18.74827
-0.78;-0.58;0;-6.5979223;-6.1061273;-9.8210936;-8.9812527;20.162378;18.810356
-0.77;-0.58;0;-6.5067105;-6.0209837;-9.9066973;-9.0611343;20.228827;18.872444
-0.76;-0.58;0;-6.4154983;-5.9358406;-9.992301;-9.141016;20.295275;18.934528
-0.75;-0.58;0;-6.3242865;-5.8506975;-10.077905;-9.2208977;20.361723;18.996616
-0.74;-0.58;0;-6.2330747;-5.765554;-10.163508;-9.3007793;20.428171;19.058701
-0.73;-0.58;0;-6.1418629;-5.6804104;-10.249112;-9.380661;20.494619;19.120789
-0.72;-0.58;0;-6.0506506;-5.5952673;-10.334716;-9.4605436;20.561069;19.182873
-0.71;-0.58;0;-5.9594383;-5.5101237;-10.42032;-9.5404243;20.627518;19.244961
-0.7;-0.58;0;-5.8682265;-5.4249802;-10.505922;-9.620307;20.693966;19.307047
-0.69;-0.58;0;-5.7770147;-5.3398371;-10.591527;-9.7001877;20.760414;19.369133
-0.68;-0.58;0;-5.6858025;-5.2546935;-10.677131;-9.7800703;20.826862;19.431219
-0.67;-0.58;0;-5.5945907;-5.1695504;-10.762733;-9.859952;20.893311;19.493305
-0.66;-0.58;0;-5.5033789;-5.0844069;-10.848338;-9.9398346;20.959759;19.555391
-0.65;-0.58;0;-5.4121666;-4.9992633;-10.933942;-10.019716;21.026207;19.617477
-0.64;-0.58;0;-5.3209543;-4.9141197;-11.019547;-10.099598;21.092655;19.679564
-0.63;-0.58;0;-5.2297425;-4.8289766;-11.105149;-10.17948;21.159103;19.74165
-0.62;-0.58;0;-5.1385307;-4.7438335;-11.190753;-10.259361;21.225552;19.803736
-0.61;-0.58;0;-5.0473185;-4.65869;-11.276358;-10.339244;21.292;19.865822
-0.6;-0.58;0;-4.9561071;-4.5735464;-11.36196;-10.419126;21.358448;19.927908
-0.59;-0.58;0;-4.8648939;-4.4884028;-11.447565;-10.499008;21.424896;19.989994
-0.58;-0.58;0;-4.7736821;-4.4032593;-11.533169;-10.57889;21.491344;20.052082
-0.57;-0.58;0;-4.6824703;-4.3181162;-11.618773;-10.658771;21.557793;20.114168
-0.56;-0.58;0;-4.5912585;-4.2329731;-11.704376;-10.738653;21.624241;20.176254
-0.55;-0.58;0;-4.5000467;-4.1478295;-11.78998;-10.818535;21.690689;20.238338
-0.54;-0.58;0;-4.4088345;-4.0626864;-11.875584;-10.898417;21.757137;20.300426
-0.53;-0.58;0;-4.3176222;-3.9775424;-11.961188;-10.978299;21.823587;20.362513
-0.52;-0.58;0;-4.2264109;-3.8923998;-12.046791;-11.05818;21.890036;20.424599
-0.51;-0.58;0;-4.0484719;-3.7262959;-12.040831;-11.052448;22.300266;20.810242
-0.5;-0.58;0;-3.8705344;-3.5601926;-12.03487;-11.046717;22.710497;21.195883
-0.49;-0.58;0;-3.6925964;-3.3940892;-12.028911;-11.040984;23.120726;21.581524
-0.48;-0.58;0;-3.5146589;-3.2279854;-12.02295;-11.035253;23.530956;21.967165
-0.47;-0.58;0;-3.3367209;-3.0618825;-12.01699;-11.029521;23.941185;22.352806
-0.46;-0.58;0;-3.1587834;-2.8957796;-12.01103;-11.023789;24.351416;22.738445
-0.45;-0.58;0;-2.980845;-2.7296758;-12.00507;-11.018058;24.761646;23.124086
-0.44;-0.58;0;-2.8029075;-2.5635724;-11.999109;-11.012325;25.171877;23.509727
-0.43;-0.58;0;-2.62497;-2.3974695;-11.99315;-11.006594;25.582106;23.895369
-0.42;-0.58;0;-2.447032;-2.2313662;-11.987189;-11.000862;25.992338;24.281012
-0.41;-0.58;0;-2.2690945;-2.0652628;-11.981229;-10.995131;26.402567;24.666653
-0.4;-0.58;0;-2.0911565;-1.8991594;-11.975269;-10.989399;26.812796;25.052294
-0.39;-0.58;0;-1.9132185;-1.7330563;-11.969309;-10.983667;27.223028;25.437935
-0.38;-0.58;0;-1.7352805;-1.5669529;-11.963348;-10.977935;27.633257;25.823576
-0.37;-0.58;0;-1.557343;-1.4008498;-11.957388;-10.972203;28.043486;26.209217
-0.36;-0.58;0;-1.3794055;-1.2347465;-11.951428;-10.966472;28.453716;26.594858
-0.35;-0.58;0;-1.201467;-1.0686426;-11.945468;-10.96074;28.863947;26.980499
-0.34;-0.58;0;-1.02353;-0.90253973;-11.939507;-10.955008;29.274176;27.366138
-0.33;-0.58;0;-0.84559226;-0.73643661;-11.933548;-10.949276;29.684404;27.75178
-0.32;-0.58;0;-0.66765404;-0.570333;-11.927588;-10.943544;30.094637;28.137421
-0.31;-0.58;0;-0.48971605;-0.40422964;-11.921627;-10.937813;30.504866;28.523062
-0.3;-0.58;0;-0.31177855;-0.23812652;-11.915668;-10.932081;30.915096;28.908703
-0.29;-0.58;0;-0.13384032;-0.072022915;-11.909707;-10.92635;31.325327;29.294344
-0.28;-0.58;0;0.044097424;0.09408021;-11.903747;-10.920617;31.735556;29.679987
-0.27;-0.58;0;0.22203493;0.26018345;-11.897787;-10.914886;32.145786;30.065626
-0.26;-0.58;0;0.39997327;0.42628706;-11.891827;-10.909154;32.556015;30.451267
-0.25;-0.58;0;0.57791102;0.5923903;-11.885866;-10.903422;32.966248;30.836908
-0.24;-0.58;0;0.75584865;0.75849378;-11.879907;-10.897691;33.376476;31.222549
-0.23;-0.58;0;0.93378627;0.92459667;-11.873946;-10.891958;33.786705;31.608191
-0.22;-0.58;0;1.1117244;1.0907004;-11.867986;-10.886227;34.196938;31.993834
-0.21;-0.58;0;1.289662;1.2568035;-11.862026;-10.880495;34.607162;32.379471
-0.2;-0.58;0;1.4675997;1.4229068;-11.856066;-10.874763;35.017395;32.765114
-0.19;-0.58;0;1.6455379;1.5890101;-11.850105;-10.869032;35.427628;33.150757
-0.18;-0.58;0;1.8234755;1.7551134;-11.844145;-10.863299;35.837856;33.536396
-0.17;-0.58;0;2.0014131;1.9212167;-11.838185;-10.857568;36.248085;33.922035
-0.16;-0.58;0;2.1793513;2.0873203;-11.832225;-10.851836;36.658318;34.307678
-0.15;-0.58;0;2.3572888;2.2534232;-11.826265;-10.846105;37.068546;34.693317
-0.14;-0.58;0;2.5352268;2.4195266;-11.820305;-10.840373;37.478775;35.07896
-0.13;-0.58;0;2.7131648;2.5856299;-11.814344;-10.834641;37.889004;35.4646
-0.12;-0.58;0;2.8911026;2.7517335;-11.808384;-10.828909;38.299236;35.850243
-0.11;-0.58;0;3.0690403;2.9178367;-11.802424;-10.823177;38.709465;36.235882
-0.1;-0.58;0;3.2469778;3.08394;-11.796464;-10.817446;39.119698;36.621525
-0.09;-0.58;0;3.4249158;3.2500434;-11.790504;-10.811714;39.529922;37.007164
-0.08;-0.58;0;3.6028538;3.4161468;-11.784544;-10.805983;39.940155;37.392807
-0.07;-0.58;0;3.7807915;3.5822499;-11.778584;-10.80025;40.350388;37.778446
-0.06;-0.58;0;3.9587293;3.7483532;-11.772623;-10.794518;40.760612;38.164085
-0.05;-0.58;0;4.1366673;3.9144566;-11.766664;-10.788787;41.170845;38.549728
-0.04;-0.58;0;4.3146048;4.0805597;-11.760703;-10.783055;41.581078;38.935371
-0.03;-0.58;0;4.4925427;4.2466631;-11.754743;-10.777324;41.991302;39.321011
-0.02;-0.58;0;4.6704807;4.4127665;-11.748783;-10.771591;42.401535;39.70665
-0.01;-0.58;0;4.8484182;4.5788698;-11.742823;-10.76586;42.811768;40.092293
0;-0.58;0;5.0263562;4.7449732;-11.736862;-10.760128;43.221992;40.477932
0.01;-0.58;0;5.1126237;4.8255081;-11.614843;-10.645928;43.126606;40.389053
0.02;-0.58;0;5.1988912;4.9060421;-11.492826;-10.531729;43.031216;40.300167
0.03;-0.58;0;5.2851586;4.986577;-11.370808;-10.417528;42.935825;40.211288
0.04;-0.58;0;5.3714256;5.0671115;-11.24879;-10.303329;42.840439;40.122406
0.05;-0.58;0;5.4576931;5.147646;-11.126772;-10.189129;42.745045;40.033524
0.06;-0.58;0;5.543961;5.2281809;-11.004754;-10.074927;42.649658;39.944645
0.07;-0.58;0;5.6302285;5.3087158;-10.882735;-9.9607277;42.554268;39.855759
0.08;-0.58;0;5.7164955;5.3892498;-10.760717;-9.8465281;42.458878;39.76688
0.09;-0.58;0;5.802763;5.4697847;-10.638699;-9.7323275;42.363487;39.677994
0.1;-0.58;0;5.8890305;5.5503192;-10.516681;-9.6181269;42.268101;39.589115
0.11;-0.58;0;5.9752979;5.6308541;-10.394663;-9.5039282;42.172707;39.500229
0.12;-0.58;0;6.0615654;5.7113886;-10.272645;-9.3897276;42.07732;39.41135
0.13;-0.58;0;6.1478329;5.791923;-10.150627;-9.275527;41.98193;39.322472
0.14;-0.58;0;6.2340999;5.8724575;-10.028608;-9.1613274;41.886539;39.233585
0.15;-0.58;0;6.3203678;5.952992;-9.9065905;-9.0471277;41.791153;39.144707
0.16;-0.58;0;6.4066348;6.0335269;-9.7845726;-8.9329271;41.695763;39.05582
0.17;-0.58;0;6.4929028;6.1140614;-9.6625538;-8.8187275;41.600372;38.966942
0.18;-0.58;0;6.5791702;6.1945963;-9.5405359;-8.7045279;41.504982;38.878059
0.19;-0.58;0;6.6654367;6.2751312;-9.4185181;-8.5903273;41.409595;38.789177
0.2;-0.58;0;6.7517042;6.3556652;-9.2965002;-8.4761267;41.314201;38.700294
0.21;-0.58;0;6.8379722;6.4362001;-9.1744814;-8.361927;41.218815;38.611412
0.22;-0.58;0;6.9242401;6.5167341;-9.0524645;-8.2477274;41.123425;38.522533
0.23;-0.58;0;7.0105076;6.5972691;-8.9304447;-8.1335268;41.028034;38.433647
0.24;-0.58;0;7.0967741;6.6778035;-8.8084278;-8.0193272;40.932644;38.344769
0.25;-0.58;0;7.1830416;6.7583385;-8.686409;-7.9051266;40.837257;38.255886
0.26;-0.58;0;7.269309;6.8388729;-8.5643911;-7.7909269;40.741867;38.167004
0.27;-0.58;0;7.3555765;6.9194078;-8.4423733;-7.6767263;40.646477;38.078125
0.28;-0.58;0;7.441844;6.9999418;-8.3203545;-7.5625267;40.55109;37.989239
0.29;-0.58;0;7.5281115;7.0804768;-8.1983376;-7.4483266;40.455696;37.90036
0.3;-0.58;0;7.6143789;7.1610117;-8.0763187;-7.3341265;40.36031;37.811478
0.31;-0.58;0;7.7006464;7.2415462;-7.9543009;-7.2199264;40.264919;37.722595
0.32;-0.58;0;7.7869139;7.3220806;-7.8322825;-7.1057262;40.169529;37.633713
0.33;-0.58;0;7.8731813;7.4026155;-7.7102642;-6.9915257;40.074139;37.54483
0.34;-0.58;0;7.9594488;7.4831495;-7.5882463;-6.877326;39.978752;37.455948
0.35;-0.58;0;8.0457153;7.5636845;-7.4662275;-6.7631264;39.883358;37.367065
0.36;-0.58;0;8.1319838;7.6442189;-7.3442097;-6.6489258;39.787971;37.278187
0.37;-0.58;0;8.2182503;7.7247534;-7.2221918;-6.5347257;39.692585;37.189304
0.38;-0.58;0;8.3045177;7.8052883;-7.100174;-6.420526;39.597191;37.100422
0.39;-0.58;0;8.3907852;7.8858223;-6.9781556;-6.3063259;39.501804;37.011539
0.4;-0.58;0;8.4770527;7.9663577;-6.8561378;-6.1921263;39.406414;36.922657
0.41;-0.58;0;8.5633211;8.0468922;-6.7341199;-6.0779262;39.311024;36.833775
0.42;-0.58;0;8.6495876;8.1274271;-6.6121016;-5.963726;39.215633;36.744896
0.43;-0.58;0;8.7358551;8.2079611;-6.4900832;-5.8495255;39.120247;36.65601
0.44;-0.58;0;8.8221226;8.288496;-6.3680649;-5.7353253;39.024853;36.567131
0.45;-0.58;0;8.90839;8.36903;-6.246047;-5.6211252;38.929466;36.478249
0.46;-0.58;0;8.9946575;8.4495649;-6.1240287;-5.5069256;38.834076;36.389366
0.47;-0.58;0;9.080925;8.5300999;-6.0020103;-5.3927255;38.738686;36.300484
0.48;-0.58;0;9.1671925;8.6106339;-5.8799925;-5.2785254;38.643299;36.211601
0.49;-0.58;0;9.2534599;8.6911688;-5.7579746;-5.1643248;38.547909;36.122723
0.5;-0.58;0;9.3397274;8.7717037;-5.6359563;-5.0501251;38.452518;36.033836
0.51;-0.58;0;9.4259949;8.8522377;-5.5139384;-4.935925;38.357128;35.944958
0.52;-0.58;0;9.5122623;8.9327726;-5.3919206;-4.8217254;38.261742;35.856075
0.53;-0.58;0;9.5985298;9.0133076;-5.2699022;-4.7075253;38.166348;35.767193
0.54;-0.58;0;9.6847973;9.0938416;-5.1478839;-4.5933247;38.070961;35.678314
0.55;-0.58;0;9.7710648;9.1743765;-5.0258656;-4.479125;37.975571;35.589428
0.56;-0.58;0;9.8573322;9.2549114;-4.9038477;-4.3649249;37.88018;35.500549
0.57;-0.58;0;9.9435997;9.3354454;-4.7818298;-4.2507248;37.78479;35.411663
0.58;-0.58;0;10.029867;9.4159803;-4.659812;-4.1365252;37.689404;35.322784
0.59;-0.58;0;10.220158;9.5931873;-4.6730509;-4.1496248;37.146069;34.812737
0.6;-0.58;0;10.410449;9.7703943;-4.6862903;-4.162725;36.602726;34.302681
0.61;-0.58;0;10.600739;9.9476004;-4.6995296;-4.1758251;36.059387;33.792629
0.62;-0.58;0;10.79103;10.124807;-4.7127686;-4.1889248;35.516052;33.282581
0.63;-0.58;0;10.98132;10.302013;-4.7260079;-4.2020249;34.972713;32.77253
0.64;-0.58;0;11.171612;10.479219;-4.7392473;-4.2151246;34.429375;32.262478
0.65;-0.58;0;11.361902;10.656426;-4.7524862;-4.2282248;33.88604;31.75243
0.66;-0.58;0;11.552194;10.833633;-4.7657256;-4.2413249;33.342697;31.242376
0.67;-0.58;0;11.742484;11.010839;-4.778965;-4.2544246;32.799358;30.732327
0.68;-0.58;0;11.932775;11.188047;-4.7922044;-4.2675247;32.256023;30.222277
0.69;-0.58;0;12.123065;11.365253;-4.8054438;-4.2806244;31.712683;29.712225
0.7;-0.58;0;12.313356;11.542459;-4.8186827;-4.2937245;31.169346;29.202175
0.71;-0.58;0;12.503647;11.719666;-4.8319221;-4.3068247;30.626007;28.692125
0.72;-0.58;0;12.693938;11.896873;-4.8451614;-4.3199244;30.08267;28.182074
0.73;-0.58;0;12.88423;12.07408;-4.8584003;-4.3330245;29.539331;27.672024
0.74;-0.58;0;13.07452;12.251287;-4.8716397;-4.3461242;28.995995;27.161972
0.75;-0.58;0;13.264811;12.428493;-4.8848791;-4.3592243;28.452656;26.651922
0.76;-0.58;0;13.455101;12.6057;-4.898118;-4.372324;27.909319;26.141872
0.77;-0.58;0;13.645391;12.782906;-4.9113574;-4.3854241;27.365982;25.631823
0.78;-0.58;0;13.835682;12.960112;-4.9245968;-4.3985243;26.822645;25.121771
0.79;-0.58;0;14.025973;13.13732;-4.9378362;-4.411624;26.279303;24.611717
0.8;-0.58;0;14.216264;13.314526;-4.9510756;-4.4247241;25.735966;24.101665
0.81;-0.58;0;14.406555;13.491732;-4.9643145;-4.4378238;25.192629;23.591618
0.82;-0.58;0;14.596846;13.668939;-4.9775538;-4.4509239;24.649292;23.081566
0.83;-0.58;0;14.787136;13.846146;-4.9907932;-4.4640236;24.105955;22.571516
0.84;-0.58;0;14.977427;14.023352;-5.0040321;-4.4771237;23.562616;22.061464
0.85;-0.58;0;15.167719;14.20056;-5.0172715;-4.4902239;23.019276;21.551413
0.86;-0.58;0;15.358008;14.377766;-5.0305109;-4.5033236;22.475939;21.041363
0.87;-0.58;0;15.5483;14.554972;-5.0437503;-4.5164237;21.9326;20.531311
0.88;-0.58;0;15.73859;14.732178;-5.0569892;-4.5295234;21.389263;20.021261
0.89;-0.58;0;15.928881;14.909384;-5.0702286;-4.5426235;20.845924;19.511211
0.9;-0.58;0;16.119171;15.086592;-5.083468;-4.5557232;20.302588;19.00116
0.91;-0.58;0;16.309464;15.263798;-5.0967069;-4.5688233;19.759249;18.491108
0.92;-0.58;0;16.499754;15.441006;-5.1099463;-4.5819235;19.21591;17.981058
0.93;-0.58;0;16.690044;15.618212;-5.1231856;-4.5950232;18.672573;17.471008
0.94;-0.58;0;16.880335;15.795418;-5.136425;-4.6081233;18.129236;16.960957
0.95;-0.58;0;17.070625;15.972626;-5.1496639;-4.621223;17.585897;16.450907
